id,project_code,type,status,description
REQ-AXO-187,AXO,Requirement,delivered,"[ARCHIVED 2026-05-08 — obsolete under MIL-AXO-015 PG migration. The 'in-memory hot status cache' was a workaround for DuckDB single-writer mutex contention. Under PG with MVCC + pooled connections, hot-status updates (FVQ claim/lease, File state) no longer serialize through a single writer; the entire premise of this REQ dissolves. Validation will land via VAL-AXO-XXX in P10 (REQ-AXO-206) as part of indexer drain throughput measurement. Original brief preserved below.]

## Original symptom

Vector pipeline reaches 5.5-6.5 ms/chunk (155-181 ch/s) on L1 GPU bench but only 21.7 ms/chunk peak active end-to-end. The gap was ~70-85% DB I/O overhead under DuckDB's single-writer mutex.

## Original mitigation

In-memory hot status cache: Arc<RwLock<HashMap<FilePath, FileState>>> in indexer process; async flush thread snapshots every 100ms; replay state on boot from DB + WAL. Estimated gain: 80-120 ch/s (3-5×).

## Why obsolete

- Under PG: connection pool with N concurrent writers, MVCC reads never block writes, FVQ claim is sub-millisecond.
- pgvector HNSW handles vector index updates incrementally without B-tree quadratic maintenance cost.
- The same DuckDB-specific commit_ms growth (REQ-AXO-190, archived) drove this REQ; both archive together.

## Tags

performance, vector-pipeline, duckdb-specific, archived-by-pg-migration"
REQ-AXO-129,AXO,Requirement,delivered,"cypher tool silently returns [] when a SQL column does not exist on soll.Node, instead of raising a clear error. CLOSED 2026-05-02 commit 6224e0d per DEC-AXO-063 user pick A: plugin (src/axon-plugin-duckdb/src/lib.rs) replaces silent error-to-`[]` mapping with a JSON error envelope `{""_axon_plugin_error"": ""prepare: Catalog Error: ..."", ""stage"": ""prepare|execute|query_map"", ""sql_excerpt"": ""...""}`. Caller `graph_query::query_on_ctx` dispatches on first JSON char (`{` => envelope => anyhow::Error, `[` => result rows). Both legitimate empty results (`[]`) and error envelopes (`{...}`) are now syntactically distinguishable. Tested by 4 new tests: plugin layer covers unknown-table envelope, unknown-column envelope, and zero-rows control; graph_query wrapper covers envelope-to-Err conversion and zero-rows-stay-Ok control. Full lib suite 924/0/2 (was 922 before this change — no test silently relied on `Ok([])` for invalid SQL). The original false claim about cypher reading SOLL was rewritten 2026-05-02 after empirical verification proved cypher CAN read SOLL and the real bug was the silent error swallow at the plugin layer."
REQ-AXO-188,AXO,Requirement,delivered,"## Symptom

CPT-AXO-030..CPT-AXO-035 created 2026-05-05 to document architecture-state (single writer mutex, plugin layer, Writer Actor batching, Memgraph contract, env propagation, DuckDB workload boundaries). Each CPT naturally refers to the DEC that governs or recently modified it (DEC-AXO-070, DEC-AXO-071, DEC-AXO-072, DEC-AXO-073).

Attempted `soll_manager(action=link)` with REFINES and SUPERSEDES between CPT and DEC: ALL rejected with `forbidden_relation: no canonical relation policy exists for this pair`. Schema policy requires both directions (CPT->DEC, DEC->CPT) to be denied.

## Why this is a gap

The operator's intent (2026-05-05): CPT = living architecture documentation; DEC = event log of choices. As DECs are decided/applied, the corresponding CPTs need to be REFINED to reflect the new shape. Without a relation, the linkage is text-only inside the description body and not queryable via the graph.

Downstream impact:
- `soll_work_plan` cannot weight CPTs based on which DECs they refine (priority/decay reasoning broken)
- `soll_validate` cannot detect architecture-state CPTs that have not been refreshed after a recent DEC commit (drift detection broken)
- `kickoff_bundle` cannot surface 'architecture-state CPTs touched by recent DECs' as a session-start orientation slice

## Proposal

Extend SOLL relation schema to allow:
- DEC -> CPT: REFINES (the decision refines the conceptual model)
- CPT -> DEC: AFFECTED_BY (the concept is sensitive to the decision; weaker than REFINES)
- DEC -> CPT: SUPERSEDES (when a decision retires or wholly replaces a concept)

The canonical lifecycle: a DEC is committed -> in the same MCP session, soll_manager updates the affected CPT description AND links DEC -> CPT via REFINES.

## Acceptance criteria

1. soll_relation_schema returns CPT/DEC pairs with explicit allowed relations.
2. soll_manager action=link entity=concept with relation=REFINES (DEC->CPT) succeeds.
3. soll_validate flags CPTs tagged `architecture-state` whose REFINES-source DEC was committed >7 days ago without the CPT description being updated since (drift signal).
4. kickoff_bundle includes a new array `architecture_state_cpts_recently_affected: top N CPTs that have been REFINES-touched by DECs in the last 14 days` (orientation slice for new sessions).
5. No regression on existing relation policy (VAL->REQ VERIFIES, DEC->REQ SOLVES, DEC->DEC SUPERSEDES/REFINES, etc. all keep working).

## Priority

P1 — not blocking immediate vector pipeline work, but the architecture-state CPT pattern (introduced today) only delivers full value once the linkage is queryable.

## Originator

Claude Opus 4.7 V3 + Didier (2026-05-05). The CPT-AXO-030..035 batch surfaced the gap; the operator's question 'do we have the right tool to declare this environment?' triggered the analysis that concluded existing types are sufficient EXCEPT for this specific relation gap.

## Tags

soll, ontology, simplifiable, axon-product-improvement, partial-analysis"
CPT-AXO-033,AXO,Concept,current,"## Purpose
Memgraph publication is implemented as a **separate binary** (`bin_memgraph_publication`) that consumes a frozen DuckDB snapshot and publishes to Memgraph for human-only visualization. It is NOT part of the indexer hot path and does not impact canonical IST writes.

## Shape (current)
- File: `src/axon-plugin-duckdb/src/bin_memgraph_publication.rs`
- 1186 LOC total; own `fn main()` at line 1177
- Reads from a frozen DuckDB snapshot under the `memgraph_human_ist_soll_projection` schema (blue-green publication contract)
- Promotion: blue-green — new snapshot built into shadow tables, then atomically swapped
- LLMs / agents MUST query Axon MCP, NEVER Memgraph (enforced by convention `use_axon_mcp_not_memgraph` referenced at code line 968)
- Memgraph role is **human-only visualization** — Bloom UI, manual exploration; no programmatic clients
- Memgraph 2026 ecosystem note: Memgraph offers a `migrate.duckdb()` procedure for direct DuckDB/Parquet/S3/Iceberg imports — relevant if the publication contract is ever rewritten to push from Memgraph side instead of Rust binary

## Why it matters for LLM/operator work
When perf-tuning the indexer, LLMs sometimes assume Memgraph is in the write path — it is not. Any latency or stall observed in indexer hot loops cannot be caused by Memgraph publication. Conversely, when an operator asks ""is the graph fresh?"" the answer must come from Axon MCP (`status()` IST freshness contract), not Memgraph Bloom (which lags by snapshot cadence).

## Anchor refs
- File: src/axon-plugin-duckdb/src/bin_memgraph_publication.rs:1177 (main)
- Schema: memgraph_human_ist_soll_projection
- Convention marker: line 968 (use_axon_mcp_not_memgraph)

## Related DECs
- (none directly — this is a long-standing contract; Memgraph 2026 migrate.duckdb() is informational only)

## Last review
2026-05-05

## Tags
architecture-state, memgraph, publication, blue-green, visualization, human-only, non-canonical"
CPT-AXO-034,AXO,Concept,current,"## Purpose
Adding a new `AXON_*` environment variable to the runtime requires editing **two** shell scripts. Missing either layer silently drops the variable before it reaches the indexer subprocess — the most common source of ""my new knob does nothing"" bugs.

## Shape (current)
- **Layer 1 — preserve list** in `scripts/lib/axon-instance.sh::axon_clear_inherited_env` (~line 45-87)
  - This function clears most inherited env vars to prevent cross-instance bleed (live ↔ dev)
  - Only vars in the explicit preserve list survive
- **Layer 2 — pass-through list** in `scripts/start.sh::PASS_THROUGH_EXPORTS` (~line 842+)
  - This list re-exports preserved vars into the indexer/brain subprocess environment
  - Vars not listed here are dropped at subprocess fork even if they survived layer 1
- Both layers must include the new variable name; either alone is insufficient
- **Verification command** (canonical for any operator to run after adding a knob):
  `tr '\0' '\n' < /proc/$INDEXER_PID/environ | grep AXON_VARNAME`
  - If the grep returns empty, propagation is broken

## Why it matters for LLM/operator work
**Hard rule for all future env knobs.** When an LLM adds a new `AXON_*` configuration variable (perf tuning, feature flag, default flip), the change must touch BOTH scripts, not just the consumer code. Symptom of forgetting this: variable is set in shell, exported, indexer starts, but observed behavior never changes — because the value never reached the indexer process. Always run the `/proc/$PID/environ` verification before declaring the knob landed.

## Anchor refs
- File: scripts/lib/axon-instance.sh (axon_clear_inherited_env, ~line 45-87)
- File: scripts/start.sh (PASS_THROUGH_EXPORTS, ~line 842+)
- Verification: `tr '\0' '\n' < /proc/$INDEXER_PID/environ | grep AXON_<VARNAME>`

## Related DECs
- (none specific — this is a structural runtime contract that predates current DEC stack)

## Last review
2026-05-05

## Tags
architecture-state, env-vars, runtime, scripts, propagation, llm-onboarding, hard-rule"
DEC-AXO-074,AXO,Decision,superseded,"## Context

DEC-AXO-073 (Parquet side-store for ChunkEmbedding) landed 2026-05-05; VAL-AXO-037 confirmed 3.22x throughput win (23.9 -> 76.9 ch/s) by routing FLOAT[1024] vectors out of DuckDB column-store. Vector lane persist_ms dropped from 137-1412ms to 29-53ms (~17x faster).

Residual bottleneck observed in same session: Writer Actor commit_ms still grows geometrically 1128 -> 7777ms over 90s even WITH Parquet active. The growth is no longer ChunkEmbedding (now in Parquet) but `INSERT INTO Chunk` (the chunk content TEXT column). Per-batch payload: ~37 files * ~40 chunks/file * ~5KB content = **7.4 MB of TEXT per Writer Actor commit**. Same DuckDB column-store re-encoding scaling problem applies.

L1 GPU bench warm cache: 155-181 ch/s (theoretical ceiling). Current e2e: 77 ch/s. Gap: ~80 ch/s headroom = ~50% of GPU peak still being lost to graph_ingestion writes.

Operator directive 2026-05-05 ~22:00: 'doubler le throughput' (target ~150 ch/s mean).

## Decision

Apply the same Parquet side-store architecture from DEC-AXO-073 to the `Chunk.content` payload. DuckDB keeps the Chunk row metadata (id, source_id, project_code, file_path, kind, content_hash, line ranges, chunk_path, chunk_part_index/count) but the variable-length `content TEXT` column is migrated to an append-only Parquet store. retrieve_context queries JOIN Parquet via `parquet_scan` to fetch content at read time.

This is structurally identical to DEC-AXO-073; the design is proven (VAL-AXO-037). The implementation reuses the `parquet_embedding_store.rs` patterns (`OnceLock` singleton, hourly partitions, `(id, source_hash, payload)` schema, ZSTD compression).

## Architecture

```
DuckDB Chunk table (lean, after migration):
  id VARCHAR PK, source_type, source_id, project_code, file_path, kind, content_hash,
  start_line, end_line, chunk_part_index, chunk_part_count, chunk_path,
  parquet_partition VARCHAR  <- NEW; NULL for legacy rows
  -- content TEXT column kept for back-compat, NULL for new writes

Parquet side-store (.axon-{live,dev}/graph_v2/chunk_content/<YYYY-MM-DDTHH>/part-*.parquet):
  chunk_id VARCHAR, content_hash VARCHAR, content TEXT  <- 3 cols, ZSTD
  Append-only, rolling at 10000 rows or 5MB per file (smaller than embedding partition since content is bigger).

Write path (graph_ingestion::insert_file_data_batch):
  1. Build chunk_values list (existing) AND inline_content_rows list when env enabled
  2. INSERT INTO Chunk(...) WITHOUT content column (or with content=NULL)
  3. Append (chunk_id, content_hash, content) to Parquet store
  4. Other tables (Symbol, CONTAINS, CALLS, FVQ) unchanged

Read path (retrieve_context):
  SELECT c.id, ..., COALESCE(c.content, p.content) AS content, ...
  FROM Chunk c
  LEFT JOIN parquet_scan('.axon/graph_v2/chunk_content/**/*.parquet') p ON p.chunk_id = c.id AND p.content_hash = c.content_hash
  WHERE ...
  -- COALESCE handles legacy rows (DuckDB content) + new rows (Parquet content) transparently
```

## What we KEEP

- DuckDB Chunk table (metadata, FK to Parquet via chunk_id)
- DEC-AXO-073 ChunkEmbedding Parquet path (embeddings stay there)
- Single Writer Actor + worker pool architecture
- retrieve_context API contract (return shape unchanged via COALESCE in JOIN)
- Memgraph publication (reads frozen DuckDB snapshot; Parquet links via parquet_scan view)

## What we REMOVE/REPLACE

- `INSERT INTO Chunk(..., content, ...)` in graph_ingestion: split into metadata-only INSERT + Parquet append
- Chunk.content reads in retrieve_context (and any other Chunk content consumer): COALESCE with parquet_scan

## Phased delivery plan (mirrors DEC-AXO-073 L.x)

**Phase M.1 (~120 LOC) — ParquetChunkContentStore module**
- New module `src/axon-core/src/graph_ingestion/parquet_chunk_content_store.rs`
- Schema (chunk_id Utf8, content_hash Utf8, content Utf8); ZSTD compression
- Same OnceLock singleton + hourly partition pattern as parquet_embedding_store
- 5+ unit tests (round-trip, partition rotation, empty batch, schema validation)
- env flag: `AXON_PARQUET_CHUNK_CONTENT_ENABLED`

**Phase M.2 (~80 LOC) — graph_ingestion write split**
- Modify `insert_file_data_batch_with_vectorization_policy`: when env enabled, split chunk_values into (metadata_row, content_row) tuples
- Push metadata-only INSERT to queries; append content_rows to Parquet store
- On Parquet failure, fall back to legacy combined INSERT (no chunk loss)
- Schema migration: ALTER TABLE Chunk ADD COLUMN parquet_partition VARCHAR (one-time, idempotent)

**Phase M.3 (~50 LOC) — retrieve_context COALESCE read path**
- Modify tools_context/candidates.rs (and any other Chunk.content consumer in tools_context.rs:1620, tools_system_debug.rs)
- Replace `c.content` with `COALESCE(c.content, p.content)` and add LEFT JOIN parquet_scan(...) on chunk_id+content_hash
- Update SKILL.md per GUI-PRO-002

**Phase M.4 (~30 LOC) — default flip + measurement**
- env default=true after VAL-AXO-039 captures >=150 ch/s
- Capture VAL with mean +- stddev across 3+ runs

**Phase M.5 (deferred) — drop Chunk.content column**
- Only after all reads validated against Parquet path. ALTER TABLE Chunk DROP COLUMN content. Reclaims significant DuckDB storage.

## Acceptance criteria

1. **Throughput**: Phase M.4 reaches >=150 ch/s mean across 3 fresh probes (2x baseline 77 from VAL-AXO-037). Stddev <=15% of mean.
2. **commit_ms flat**: Writer Actor commit_ms stays <500ms over 90s probe (no progressive degradation).
3. **retrieve_context parity**: golden snapshot test shows identical output before/after migration for queries hitting both legacy and Parquet-backed chunks.
4. **Crash safety**: kill -9 indexer mid-batch; restart; chunks committed before kill remain queryable; in-flight Parquet partition either fully readable or absent (.tmp pattern).
5. **Memgraph compatibility**: existing memgraph-publication binary continues to work (Chunk content read via DuckDB view that COALESCEs Parquet).
6. **Backward compat**: rollback via env=false uses legacy DuckDB-only path (until M.5).
7. **Lib tests preserved**: 934/0/2 baseline + new Parquet store tests.

## Anti-patterns

- Do NOT migrate Chunk metadata columns (id, source_id, line ranges) to Parquet. Only the variable-length `content` payload.
- Do NOT drop Chunk.content column in M.1-M.4. Migration safety net.
- Do NOT compact Parquet partitions in hot path. Phase M.6+ if needed.
- Do NOT change Chunk PK or content_hash semantics.
- Do NOT add per-tenant Parquet sharding. One process-wide partition tree.

## Risks

| Risk | Mitigation |
|---|---|
| parquet_scan join slow for retrieve_context content fetch | DuckDB optimizer pushes predicates; partition pruning; same pattern as DEC-AXO-073 (proven) |
| Crash mid-Parquet write corrupts file | .tmp + atomic rename; orphans cleaned at boot. Both stores need this hardening (also tracked in DEC-AXO-073 follow-up Phase L.4) |
| Parquet small files explosion | 5MB rollover; Phase M.6 compaction if observed |
| Two stores out of sync | DuckDB Chunk row inserted ONLY after Parquet append+close confirmed |
| Memgraph publication breaks | View-based read transparency; same approach as DEC-AXO-073 |
| Existing Chunk.content data not migrated | M.1-M.4 supports both paths via COALESCE; M.5 (drop column) deferred until all hot data is Parquet-backed |

## Why this design over alternatives

| Alt | Why rejected |
|---|---|
| DuckDB Appender API (option B from session 2026-05-05) | Bypasses SQL parser cost (1.3-1.7x estimated) but doesn't fix column-store growth; still degrades over time. DEC-AXO-073 demonstrated structural fix outperforms tuning |
| Parallelize Writer Actor (option C from session) | DuckDB single-writer mutex; multi-writer impossible without architectural overhaul (different DB) |
| Move Chunk metadata too | Most metadata is fixed-size; column-store growth is concentrated in variable-length content. Migrating fixed-size fields adds complexity without proportional gain |
| Separate column-store engine (e.g., Polars) | Adds heavy dep; Parquet via Apache crates is already wired (DEC-AXO-073) |

## Originator

Claude Opus 4.7 V3 + Didier 2026-05-05 ~22:00 UTC. Operator directive 'doubler le throughput'. Empirical motivation: VAL-AXO-037 showed Parquet pattern delivers structural fix; same pattern applies to Chunk content payload.

## Tags

performance, vector-pipeline, parquet, side-store, dec-axo-073-followup, in_progress

## Links (intended)

- BUILDS_ON DEC-AXO-073 (reuses parquet_embedding_store pattern)
- BELONGS_TO PIL-AXO-007 (utility-first orchestration)
- ATTACHES_TO VAL-AXO-037 (empirical baseline that motivates next-order win)"
REQ-AXO-190,AXO,Requirement,rejected,"[ARCHIVED 2026-05-08 — obsolete under MIL-AXO-015 PG migration. Writer Actor `commit_ms` geometric growth was a DuckDB column-store row-scaling artifact (B-tree maintenance + constraint validation under single-writer mutex). PostgreSQL's MVCC + parallel WAL flushing eliminate that bottleneck class; pgvector HNSW maintenance is incremental, not row-count-quadratic. Validation will land via VAL-AXO-XXX in P10 (REQ-AXO-206) as part of indexer drain measurement. Original brief preserved below.]

## Original brief

VAL-AXO-038 trace analysis revealed Writer Actor `commit_ms` grew geometrically (6-23×) in BOTH baseline AND diag-strip runs, capping throughput at ~25 ch/s under DuckDB. The residual growth was row-count-driven (column-store re-encoding, B-tree maintenance), not content-size-driven. Under PG: connection-pool concurrency + MVCC mean writes don't serialize through a single-writer actor; the entire premise of this REQ dissolves.

## Acceptance (post-PG)

- VAL-AXO-XXX in P10 demonstrates ≥150 ch/s mean over 3 probes under PG/pgvector indexer drain.
- No commit_ms geometric growth observed under PG (replaced metric: per-batch INSERT latency stays bounded).

## Originator

Claude Opus 4.7 V3 (2026-05-05). Re-evaluated 2026-05-08 under PG migration scope by Claude Opus 4.7 [1m]."
MIL-AXO-014,AXO,Milestone,delivered,"[ARCHIVED 2026-05-08 — duplicate of canonical MIL-AXO-015 ""Backend migration: PostgreSQL replaces DuckDB (big bang)"". MIL-AXO-015 holds the latest description after the 2026-05-08 architectural correction (CPT-AXO-039 → CPT-AXO-043 multi-project tables). Original P1-P10 plan preserved verbatim below for audit; consult MIL-AXO-015 for current status, sub-phase progress, and active handoff.]

---

## Goal

Replace DuckDB entirely with PostgreSQL+pgvector+Apache AGE as the canonical Axon storage layer in one big-bang milestone. Architecture locked by DEC-AXO-075. Operator stated commit volume = 100x prior estimates (~50-100 GB per client deployment), and DuckDB's documented OLTP bugs (#15836 family) make it unsuitable for non-reproducible SOLL data at this scale.

## Sub-phases (each links to a Requirement; collectively block this MIL)

P1. **Devenv + cargo deps** (~2 sessions): pg via devenv services.postgres, sqlx + Apache AGE + pgvector cargo deps wired, `flake.nix` updated with Postgres + AGE extension. Integration test boots PG via devenv up.

P2. **PG schema design + DDL generator** (~3 sessions): per-project schema namespace pattern. DDL generator function produces all tables + indexes + AGE labels for a given project_code. Plain PG types (no DuckDB-isms). Migration scripts in src/axon-core/migrations/.

P3. **GraphStore PG impl + Rust port** (~5 sessions): replace src/axon-plugin-duckdb with src/axon-plugin-postgres (sqlx-based). All `execute()`, `execute_batch()`, `query_json()`, `query_count()` etc. ported. Apache AGE Cypher passthrough wrapper for graph queries (path/why/impact/bidi_trace/anomalies). Lib tests pass against in-process PG (testcontainers-rs).

P4. **Vector lane + ChunkEmbedding to pgvector** (~2 sessions): replace ChunkEmbedding DuckDB table with pgvector vector(1024). HNSW index. tools_context (retrieve_context, candidates) reads via pgvector ANN. DEC-AXO-073 Parquet side-store decommissioned (or moved to optional fallback for cold-start re-embedding).

P5. **SOLL bootstrap seed + axon_init_project rework** (~1 session): export current 500+ critical SOLL nodes to scripts/seed/axon-bootstrap-2026-05-07.json. Loader reads this on first PG boot. axon_init_project rewritten to CREATE SCHEMA + DDL only (no DuckDB-style execute_batch).

P6. **MCP tools refactor** (~2 sessions): the 55+ public MCP tools that hit GraphStore now route via PG. Brain rebuild. Live/dev split preserved (2 PG instances). Status, help, query, inspect, retrieve_context, impact, why, path, bidi_trace, anomalies, architectural_drift, soll_manager, soll_validate, soll_work_plan, axon_pre_flight_check, axon_commit_work all green.

P7. **Dashboard read connection** (~1 session): Phoenix dashboard reads PG via libpq (Postgrex). Replace Axon.Watcher.SqlGateway DuckDB endpoint with PG.

P8. **Docker compose template + README distribution** (~1 session): docker-compose.yml officiel (PG container + Axon binaries), bind mount data dir, --network host or postgresql.conf with listen_addresses. Documented installation paths: (a) Nix devenv (dev), (b) Docker compose (clients), (c) native PG (clients with existing PG).

P9. **Indexer migration** (~2 sessions): src/axon-core/src/bin/axon-indexer.rs uses GraphStorePg. file_ingress, graph_projection, graph_ingestion all work. Vectorization writes to pgvector. Re-index a project from scratch and verify identical IST.

P10. **End-to-end validation** (~1 session): VAL-AXO-XXX bench on PG. Indexing throughput target: ≥ 57 ch/s steady-state (current DuckDB best, post-DEC-AXO-073). Query latency target: p99 ≤ 50ms on retrieve_context. No regression on lib test count (currently 955/0/2). Operator demo of full flow.

## Acceptance

- All 10 sub-phases complete.
- DuckDB removed from `Cargo.toml` workspace dependencies (axon-plugin-duckdb crate deleted or marked deprecated).
- `cargo test --manifest-path src/axon-core/Cargo.toml --lib` passes ≥ current count (955) on PG-only.
- Brain MCP probe `curl ... /mcp tools/list` returns OK on PG runtime.
- Indexer drains a project from scratch on PG, IST count matches DuckDB-built baseline.
- VAL-AXO-XXX captured: throughput, latency, lib tests, functional parity. No silent feature loss.
- DEC-AXO-075 marked superseded-by-implementation (this milestone) and milestone status moves to completed.

## Risks + mitigations

| Risk | Mitigation |
|---|---|
| Apache AGE incompatibility with PG 17 in production builds | AGE supports 11-18 per upstream docs; pin exact version in cargo + devenv; integration test on PG 17 from P1 onwards |
| pgvector HNSW perf insufficient for 10M vectors | Default HNSW (m=16, ef_construction=64) bench in P4; if insufficient, document Qdrant fallback as future optional add-on |
| Devenv `services.postgres` non-trivial to configure for AGE | P1 includes a smoke test that loads AGE extension via devenv-managed PG; flake locks AGE version |
| Cypher dialect mismatch (existing tools use Cypher subset, AGE supports OpenCypher subset) | P3 includes a parity test suite: every existing MCP tool's Cypher query is exercised against AGE; differences fixed in P3 |
| Schema-per-project migration overhead at axon_init_project | DDL is ~50 lines templated SQL; CREATE SCHEMA + tables completes in <500ms locally |
| Live/dev PG instances duplicate disk space | Acceptable: the dev DB can be wiped freely (`DROP SCHEMA <project_code> CASCADE`), live remains protected |

## Originator

Operator (Didier) + Claude Opus 4.7 [1m] 2026-05-07 ~07:30 local. Operator-validated 5-question architecture lock (DEC-AXO-075)."
CPT-AXO-037,AXO,Concept,current,"## Why this concept exists

DEC-AXO-075 pivots Axon from an embedded-DuckDB runtime to PostgreSQL-as-backend. This is not just a technical swap — it shifts the responsibility surface for data persistence from Axon to the client.

## Before (DuckDB era)

- Axon shipped as a single-process runtime that owned its data files (.axon/graph_v2/soll.main.db, ist.db).
- Axon team responsible for: WAL durability, backup tools, recovery procedures, corruption handling, file system isolation, encryption-at-rest.
- Customer data lives in Axon-managed paths. Restoring a customer's project = restoring Axon's process state.
- When DuckDB upstream bugs (issue #15836) corrupted a DB, Axon took the operational hit.

## After (PostgreSQL era)

- Axon = pure compute service: indexer + analytical engine + MCP server.
- Client = database operator: provides DATABASE_URL, owns disk volumes, runs backups (pg_basebackup, WAL archiving, replication, snapshots), enforces RBAC, manages encryption.
- Axon never touches the storage layer beyond SQL connections. No file paths leak across the boundary.
- When PG bugs occur, the client's standard PG ops procedures handle them — same as for any other PG-backed application in their stack.

## What changes architecturally

- All persistence is via DATABASE_URL connections. No more `.axon/graph_v2/*.db` filesystem state.
- Live/dev separation = 2 different DATABASE_URLs (different ports OR different databases on same instance, client choice).
- Promotion live workflow simplified: no binary swap of split-brain DBs, just a process restart pointing at the canonical DATABASE_URL.
- `./scripts/axon promote-live-safe` becomes a much simpler artifact-and-config swap.
- Backup/restore = client's PG tooling. Axon ships with NO backup utilities.
- `scripts/recovery/soll_db_rebuild.sh` (DuckDB recovery) becomes obsolete and is deleted post-migration.

## What stays under Axon's responsibility

- Schema design + DDL generator (per-project schema namespace, indexes, AGE labels, pgvector indexes).
- Migrations versioning (sqlx-cli or refinery-style versioned migration files).
- SOLL bootstrap seed (initial Visions/Pillars/etc. for a fresh deployment).
- axon_init_project scaffolding (CREATE SCHEMA + tables for a new project).
- Cypher dialect translation if AGE behavior diverges from existing tool expectations.

## Customer-value framing

Enterprise customers commonly already have PG ops expertise. They don't want yet another DB engine to operate. They DO want a structural-intelligence runtime that fits into their existing data ops surface. PG-as-backend turns Axon from 'a new DB to operate' into 'an analytical service over PG you already operate'. This dramatically lowers the adoption barrier and aligns with their compliance/audit/backup workflows.

## Operational implications

- DEC-AXO-060 4-verb canonical (start/stop/status/qualify) preserved — it's about Axon process lifecycle, which doesn't change.
- DEC-AXO-067 dual-instance discipline preserved — still 2 instances (live, dev), now distinguished by DATABASE_URL.
- PIL-AXO-001 'Shared Runtime Truth' invariant strengthened: instead of Axon-curated truth, truth is Axon's structured projection over client-owned data.
- PIL-AXO-005 'Qualified Release Lineage' simplified: release manifest no longer tracks split DBs, just binary artifacts + DATABASE_URL config.

## Originator

Operator (Didier) 2026-05-07 ~07:00 local: 'nous ne prenons plus de responsabilite au niveau du stockage des donnees, c'est au client d'assumer son stockage'. Formalized as a Concept by Claude Opus 4.7 [1m] 2026-05-07 ~07:35 local."
CPT-AXO-039,AXO,Concept,delivered,"[SUPERSEDED 2026-05-08 by multi-project-tables design (option chosen by operator in 2026-05-08 architecture review).]

The per-project schema namespace introduced needless complexity: every IST writer + reader needed a `<schema>.X` qualifier resolved from project_code, threading project_code through ~30 callsites in graph_ingestion.rs and every tools_*.rs SQL surface. Cross-project queries (`retrieve_context project=""*""`) became `UNION ALL` over N schemas instead of `WHERE project_code IN (...)`. HNSW indexing fragmented per schema. Operational backup / RBAC benefits did not materialise at Axon's mono-tenant deployment shape.

## New design (post-supersedure)

All IST tables live in `public` with a `project_code TEXT NOT NULL` column on every row, mirroring the DuckDB layout exactly. `generate_project_schema(project_code)` is preserved for API stability (still validates the project_code shape) but emits zero DDL — every project shares the same tables. Cross-project queries become trivial `WHERE project_code IN (...)` filters. A single global pgvector HNSW index covers all projects (filter via WHERE clause + iterative scan).

## Why this works at scale

- 10 projects × 70K files = 700K rows: PG handles this easily with composite indexes leading on `project_code`.
- DROP PROJECT becomes `DELETE WHERE project_code = $code` (idempotent, atomic in a transaction).
- DDL evolution: `ALTER TABLE ADD COLUMN` applies once, not per-project.
- HNSW: pgvector iterative_scan with `WHERE project_code = $p` is efficient.

## What remains valid

Schema-name validation (`schema_name_for`) is preserved and used for `axon_runtime` schema setup + AGE label naming. The injection-rejection guard still applies even though no DDL is emitted.

## Original brief preserved below

[Original CPT-AXO-039 description preserved as historical record.]

DEC-AXO-075 Q3-B: each Axon project gets its own PostgreSQL schema namespace within a single client database. Schema name = lowercased project_code. (rejected by 2026-05-08 review.)"
REQ-AXO-293,AXO,Requirement,planned,Closes the manual-recovery gap costing operators 5-step PG/role/DB restore sequences on fresh WSL / wiped .devenv / Docker-PG-on-44144. Delivered 2026-05-12 via scripts/lib/ensure-runtime.sh (idempotent ensure_no_competing_pg_listener / ensure_devenv_pg_running / ensure_axon_role_exists / ensure_database_seeded) wired into scripts/start.sh before binary checks. Same arc adds --fast CLI flag for brain-only dev iteration (skip dashboard + Elixir prewarm + MCP quality gate). Measured: 3m22s -> 14s on same stop+start cycle. Commits: a622e33 (correctness) + ec5876e (perf). Originator: operator session 2026-05-12 after live restore consumed 15% of context.
